,t1,t4,t5,t6,t1n,t4n,t5n,t6n,x,y
2658,-78.18,-81.57,-70.39,-76.04,-74.74,-75.29,-80.78,-73.17,2.8,4.8
2659,-78.31,-81.69,-70.03,-76.1,-80.73,-85.72,-73.29,-73.99,2.8,4.9
2660,-78.43,-81.81,-69.66,-76.15,-79.49,-81.33,-74.69,-74.86,2.8,5.0
2661,-78.56,-81.93,-69.26,-76.2,-78.96,-82.55,-56.7,-82.73,2.8,5.1
2662,-78.67,-82.05,-68.85,-76.25,-79.48,-100,-70.07,-76.35,2.8,5.2
2663,-78.79,-82.17,-68.41,-76.3,-78.95,-84.47,-67.88,-82.02,2.8,5.3
2664,-78.91,-82.29,-67.95,-76.35,-85.58,-85.32,-66.5,-74.27,2.8,5.4
2665,-79.02,-82.41,-67.46,-76.39,-73.67,-75.9,-70.0,-75.76,2.8,5.5
2666,-79.13,-82.52,-66.95,-76.43,-74.33,-84.27,-64.37,-81.73,2.8,5.6
2667,-79.24,-82.64,-66.41,-76.47,-84.22,-78.13,-75.66,-75.28,2.8,5.7
2668,-79.35,-82.75,-65.83,-76.51,-77.01,-86.26,-65.14,-80.99,2.8,5.8
2669,-79.45,-82.86,-65.24,-76.54,-80.37,-87.7,-70.65,-79.04,2.8,5.9
2670,-79.56,-82.97,-64.62,-76.56,-73.55,-100,-60.14,-76.0,2.8,6.0
2671,-79.66,-83.08,-64.0,-76.59,-79.89,-85.64,-100,-70.0,2.8,6.1
2672,-79.76,-83.19,-63.39,-76.61,-83.45,-85.21,-100,-71.19,2.8,6.2
2673,-79.86,-83.29,-62.82,-76.62,-80.62,-100,-65.59,-85.86,2.8,6.3
2674,-79.96,-83.4,-62.35,-76.63,-86.47,-86.48,-60.77,-100,2.8,6.4
2675,-80.05,-83.5,-62.04,-76.64,-76.69,-79.12,-61.95,-75.7,2.8,6.5
2676,-80.15,-83.61,-61.92,-76.64,-76.26,-79.49,-63.64,-90.55,2.8,6.6
2677,-80.16,-83.56,-63.07,-76.77,-77.5,-88.97,-65.26,-77.17,2.7,6.6
2678,-80.06,-83.46,-63.15,-76.77,-83.77,-82.19,-100,-77.83,2.7,6.5
2679,-79.97,-83.35,-63.39,-76.76,-100,-85.48,-67.26,-100,2.7,6.4
2680,-79.87,-83.25,-63.74,-76.75,-83.7,-75.69,-69.88,-100,2.7,6.3
2681,-79.77,-83.14,-64.18,-76.73,-77.26,-82.4,-60.15,-84.84,2.7,6.2
2682,-79.67,-83.03,-64.67,-76.71,-81.53,-73.59,-65.6,-100,2.7,6.1
2683,-79.57,-82.92,-65.19,-76.69,-88.78,-84.63,-66.46,-79.95,2.7,6.0
2684,-79.47,-82.81,-65.72,-76.66,-72.34,-77.25,-64.5,-73.73,2.7,5.9
2685,-79.36,-82.69,-66.25,-76.62,-75.3,-83.75,-68.78,-72.82,2.7,5.8
2686,-79.25,-82.58,-66.76,-76.59,-75.38,-75.29,-59.73,-78.9,2.7,5.7
2687,-79.14,-82.47,-67.25,-76.55,-78.31,-78.03,-100,-72.3,2.7,5.6
2688,-79.03,-82.35,-67.73,-76.5,-75.57,-90.31,-100,-79.28,2.7,5.5
2689,-78.92,-82.23,-68.18,-76.46,-73.34,-85.2,-58.42,-100,2.7,5.4
2690,-78.81,-82.11,-68.61,-76.41,-77.6,-85.53,-69.21,-79.69,2.7,5.3
2691,-78.69,-81.99,-69.03,-76.35,-71.35,-85.3,-70.75,-100,2.7,5.2
2692,-78.57,-81.87,-69.42,-76.3,-84.35,-75.64,-59.32,-71.16,2.7,5.1
2693,-78.45,-81.75,-69.8,-76.24,-76.45,-79.43,-70.66,-84.22,2.7,5.0
2694,-78.32,-81.62,-70.16,-76.19,-78.58,-72.81,-72.23,-82.77,2.7,4.9
2695,-78.2,-81.5,-70.51,-76.13,-76.74,-76.99,-72.14,-73.93,2.7,4.8
2696,-78.07,-81.37,-70.84,-76.07,-80.0,-88.68,-67.2,-74.28,2.7,4.7
2697,-77.94,-81.24,-71.15,-76.01,-86.02,-83.38,-76.2,-74.76,2.7,4.6
2698,-77.8,-81.11,-71.46,-75.94,-73.09,-85.67,-79.57,-100,2.7,4.5
2699,-77.67,-80.98,-71.75,-75.88,-78.95,-82.92,-68.74,-81.06,2.7,4.4
2700,-77.53,-80.84,-72.04,-75.82,-84.17,-82.53,-77.49,-74.0,2.7,4.3
2701,-77.38,-80.71,-72.31,-75.75,-82.96,-78.31,-71.31,-79.17,2.7,4.2
2702,-77.24,-80.57,-72.57,-75.69,-70.46,-81.59,-68.0,-74.14,2.7,4.1
2703,-77.09,-80.44,-72.82,-75.62,-76.11,-82.26,-76.34,-75.4,2.7,4.0
2704,-76.93,-80.3,-73.07,-75.56,-69.66,-75.83,-68.51,-73.69,2.7,3.9
2705,-76.77,-80.16,-73.31,-75.5,-69.88,-71.76,-73.01,-79.4,2.7,3.8
2706,-76.61,-80.02,-73.53,-75.43,-72.02,-78.59,-78.01,-80.55,2.7,3.7
2707,-76.45,-79.88,-73.76,-75.37,-76.98,-85.45,-78.2,-75.57,2.7,3.6
2708,-76.28,-79.73,-73.97,-75.3,-67.22,-81.18,-66.91,-76.23,2.7,3.5
2709,-76.1,-79.59,-74.18,-75.24,-75.8,-75.48,-100,-76.91,2.7,3.4
2710,-75.92,-79.45,-74.39,-75.18,-79.03,-82.63,-83.63,-77.01,2.7,3.3
2711,-75.74,-79.3,-74.58,-75.11,-81.93,-79.31,-82.8,-86.81,2.7,3.2
2712,-75.55,-79.15,-74.78,-75.05,-80.92,-79.07,-100,-75.49,2.7,3.1
2713,-75.35,-79.01,-74.96,-74.99,-74.58,-87.74,-83.38,-75.45,2.7,3.0
2714,-75.15,-78.86,-75.15,-74.93,-75.42,-100,-72.3,-74.06,2.7,2.9
2715,-74.94,-78.71,-75.33,-74.86,-71.59,-71.22,-74.59,-71.78,2.7,2.8
2716,-74.73,-78.56,-75.5,-74.8,-70.89,-79.6,-79.37,-71.92,2.7,2.7
2717,-74.51,-78.41,-75.67,-74.74,-69.07,-77.73,-81.7,-66.92,2.7,2.6
2718,-74.28,-78.27,-75.83,-74.68,-69.52,-88.08,-81.87,-70.43,2.7,2.5
2719,-74.04,-78.12,-76.0,-74.62,-79.63,-69.05,-68.11,-72.03,2.7,2.4
2720,-73.79,-77.97,-76.15,-74.57,-66.07,-74.09,-76.31,-70.67,2.7,2.3
2721,-73.54,-77.83,-76.31,-74.51,-65.35,-75.07,-81.54,-79.67,2.7,2.2
2722,-73.27,-77.68,-76.46,-74.45,-100,-77.15,-80.86,-83.42,2.7,2.1
2723,-72.99,-77.54,-76.61,-74.39,-75.98,-100,-70.94,-100,2.7,2.0
2724,-72.71,-77.4,-76.75,-74.34,-79.89,-77.52,-75.81,-73.86,2.7,1.9
2725,-72.41,-77.26,-76.9,-74.28,-70.83,-83.84,-80.24,-82.36,2.7,1.8
2726,-72.09,-77.12,-77.04,-74.23,-60.9,-74.86,-70.48,-100,2.7,1.7
2727,-71.77,-76.99,-77.17,-74.17,-61.12,-71.41,-79.89,-78.68,2.7,1.6
2728,-71.42,-76.86,-77.31,-74.12,-67.32,-74.65,-80.3,-72.9,2.7,1.5
2729,-71.07,-76.74,-77.44,-74.07,-74.74,-69.97,-77.59,-82.02,2.7,1.4
2730,-70.69,-76.62,-77.57,-74.01,-100,-74.54,-75.88,-70.68,2.7,1.3
2731,-70.3,-76.51,-77.69,-73.96,-62.87,-100,-81.39,-71.97,2.7,1.2
2732,-69.89,-76.4,-77.82,-73.91,-72.06,-72.98,-100,-71.24,2.7,1.1
2733,-69.46,-76.3,-77.94,-73.86,-71.01,-74.74,-79.45,-79.72,2.7,1.0
2734,-69.01,-76.21,-78.06,-73.81,-68.52,-71.17,-82.84,-70.32,2.7,0.9
2735,-68.55,-76.12,-78.18,-73.76,-65.6,-76.59,-79.36,-68.35,2.7,0.8
2736,-68.07,-76.05,-78.3,-73.71,-66.82,-72.5,-71.28,-72.61,2.7,0.7
2737,-67.59,-75.98,-78.41,-73.66,-64.92,-73.54,-76.26,-82.66,2.7,0.6
2738,-67.12,-75.92,-78.52,-73.61,-100,-87.88,-86.49,-73.79,2.7,0.5
2739,-66.67,-75.87,-78.63,-73.57,-100,-76.46,-83.26,-75.44,2.7,0.4
2740,-66.27,-75.84,-78.74,-73.52,-69.44,-79.53,-74.33,-75.84,2.7,0.3
2741,-65.95,-75.81,-78.85,-73.47,-100,-75.0,-71.05,-80.21,2.7,0.2
2742,-65.74,-75.79,-78.95,-73.43,-61.64,-70.67,-80.92,-100,2.7,0.1
2743,-65.67,-75.79,-79.06,-73.38,-69.33,-69.35,-81.86,-76.98,2.7,0.0
2744,-66.56,-75.49,-79.07,-73.4,-72.29,-66.78,-80.21,-79.77,2.6,0.0
2745,-66.62,-75.49,-78.97,-73.44,-68.27,-85.58,-78.88,-68.27,2.6,0.1
2746,-66.78,-75.51,-78.86,-73.49,-63.67,-100,-79.53,-74.67,2.6,0.2
2747,-67.03,-75.54,-78.75,-73.54,-67.81,-72.93,-100,-68.05,2.6,0.3
2748,-67.34,-75.58,-78.65,-73.59,-65.67,-82.36,-100,-100,2.6,0.4
2749,-67.71,-75.63,-78.54,-73.63,-58.2,-73.12,-83.7,-65.13,2.6,0.5
2750,-68.11,-75.69,-78.42,-73.68,-68.68,-65.15,-79.07,-100,2.6,0.6
2751,-68.52,-75.77,-78.31,-73.73,-61.74,-70.32,-79.6,-81.11,2.6,0.7
2752,-68.93,-75.85,-78.19,-73.78,-67.97,-75.25,-84.74,-77.37,2.6,0.8
2753,-69.35,-75.94,-78.08,-73.83,-61.59,-85.49,-78.39,-73.67,2.6,0.9
2754,-69.75,-76.04,-77.96,-73.88,-62.96,-80.03,-78.09,-100,2.6,1.0
2755,-70.14,-76.14,-77.83,-73.93,-72.24,-71.62,-83.62,-73.58,2.6,1.1
2756,-70.52,-76.26,-77.71,-73.99,-68.79,-76.16,-77.73,-64.94,2.6,1.2
2757,-70.89,-76.38,-77.58,-74.04,-72.3,-100,-75.06,-70.32,2.6,1.3
2758,-71.24,-76.5,-77.46,-74.09,-71.6,-77.78,-100,-100,2.6,1.4
2759,-71.58,-76.64,-77.32,-74.15,-68.29,-72.21,-100,-71.97,2.6,1.5
2760,-71.91,-76.77,-77.19,-74.2,-64.53,-83.9,-77.39,-78.88,2.6,1.6
2761,-72.22,-76.91,-77.06,-74.26,-69.59,-83.95,-80.45,-71.34,2.6,1.7
2762,-72.52,-77.05,-76.92,-74.31,-100,-80.52,-76.15,-67.89,2.6,1.8
2763,-72.81,-77.2,-76.78,-74.37,-71.81,-100,-79.98,-74.87,2.6,1.9
2764,-73.09,-77.35,-76.63,-74.43,-67.53,-81.61,-79.4,-75.55,2.6,2.0
2765,-73.36,-77.5,-76.48,-74.48,-78.99,-74.31,-80.03,-71.07,2.6,2.1
2766,-73.62,-77.65,-76.33,-74.54,-74.26,-71.98,-78.63,-77.56,2.6,2.2
2767,-73.87,-77.8,-76.18,-74.6,-79.52,-80.74,-79.18,-68.95,2.6,2.3
2768,-74.11,-77.95,-76.02,-74.66,-74.09,-100,-70.23,-80.37,2.6,2.4
2769,-74.34,-78.11,-75.86,-74.72,-100,-85.13,-77.04,-100,2.6,2.5
2770,-74.57,-78.26,-75.7,-74.78,-75.81,-71.34,-78.79,-77.68,2.6,2.6
2771,-74.78,-78.41,-75.53,-74.84,-75.41,-78.67,-72.58,-72.36,2.6,2.7
2772,-75.0,-78.57,-75.36,-74.91,-77.77,-76.93,-76.76,-77.7,2.6,2.8
2773,-75.2,-78.72,-75.18,-74.97,-76.47,-86.9,-82.3,-74.89,2.6,2.9
2774,-75.4,-78.87,-75.0,-75.03,-100,-75.92,-67.01,-77.69,2.6,3.0
2775,-75.59,-79.03,-74.81,-75.1,-73.77,-79.06,-76.79,-67.55,2.6,3.1
2776,-75.78,-79.18,-74.62,-75.16,-81.11,-72.99,-72.74,-77.62,2.6,3.2
2777,-75.96,-79.33,-74.43,-75.23,-75.98,-83.88,-100,-100,2.6,3.3
2778,-76.14,-79.48,-74.23,-75.29,-80.97,-73.26,-75.9,-73.93,2.6,3.4
2779,-76.31,-79.62,-74.02,-75.36,-78.82,-74.31,-70.39,-74.16,2.6,3.5
2780,-76.48,-79.77,-73.81,-75.42,-70.02,-88.47,-78.95,-69.52,2.6,3.6
2781,-76.64,-79.92,-73.59,-75.49,-74.37,-79.6,-73.96,-73.48,2.6,3.7
2782,-76.8,-80.06,-73.36,-75.56,-86.79,-77.31,-62.53,-76.39,2.6,3.8
2783,-76.96,-80.2,-73.13,-75.62,-84.06,-90.58,-100,-100,2.6,3.9
2784,-77.11,-80.35,-72.89,-75.69,-80.07,-87.69,-69.91,-70.13,2.6,4.0
2785,-77.26,-80.49,-72.64,-75.76,-100,-85.53,-79.89,-70.59,2.6,4.1
2786,-77.41,-80.62,-72.38,-75.83,-73.57,-73.41,-79.04,-63.33,2.6,4.2
2787,-77.55,-80.76,-72.12,-75.89,-77.67,-85.85,-68.12,-87.53,2.6,4.3
2788,-77.69,-80.9,-71.84,-75.96,-79.55,-82.54,-69.18,-80.19,2.6,4.4
2789,-77.82,-81.03,-71.56,-76.02,-68.63,-78.61,-66.16,-67.86,2.6,4.5
2790,-77.96,-81.16,-71.26,-76.09,-76.97,-72.13,-63.39,-81.33,2.6,4.6
2791,-78.09,-81.29,-70.95,-76.15,-76.73,-78.67,-68.64,-70.91,2.6,4.7
2792,-78.22,-81.42,-70.63,-76.22,-87.77,-77.73,-69.84,-83.02,2.6,4.8
2793,-78.34,-81.55,-70.3,-76.28,-100,-91.86,-70.01,-100,2.6,4.9
2794,-78.46,-81.68,-69.96,-76.34,-74.24,-100,-69.81,-79.01,2.6,5.0
2795,-78.59,-81.8,-69.6,-76.4,-79.4,-83.5,-70.18,-72.62,2.6,5.1
2796,-78.7,-81.93,-69.22,-76.46,-85.26,-100,-66.28,-71.32,2.6,5.2
2797,-78.82,-82.05,-68.83,-76.51,-84.98,-79.92,-59.32,-82.93,2.6,5.3
2798,-78.94,-82.17,-68.43,-76.56,-75.76,-79.47,-63.38,-77.33,2.6,5.4
2799,-79.05,-82.29,-68.01,-76.61,-79.19,-90.31,-66.81,-79.9,2.6,5.5
2800,-79.16,-82.41,-67.57,-76.66,-75.78,-86.47,-67.75,-74.47,2.6,5.6
2801,-79.27,-82.53,-67.13,-76.7,-71.17,-80.41,-61.72,-67.31,2.6,5.7
2802,-79.37,-82.64,-66.67,-76.74,-82.12,-76.25,-69.0,-83.31,2.6,5.8
2803,-79.48,-82.76,-66.21,-76.78,-84.2,-91.09,-60.51,-76.76,2.6,5.9
2804,-79.58,-82.87,-65.76,-76.81,-82.87,-86.93,-67.79,-75.32,2.6,6.0
2805,-79.68,-82.98,-65.32,-76.84,-73.85,-78.91,-63.92,-80.72,2.6,6.1
2806,-79.78,-83.09,-64.92,-76.86,-79.56,-80.71,-60.78,-75.56,2.6,6.2
2807,-79.88,-83.2,-64.57,-76.88,-80.86,-84.69,-68.63,-86.1,2.6,6.3
2808,-79.98,-83.31,-64.3,-76.89,-100,-73.09,-57.93,-77.61,2.6,6.4
2809,-80.07,-83.42,-64.12,-76.9,-100,-76.02,-64.51,-75.65,2.6,6.5
2810,-80.17,-83.52,-64.06,-76.9,-76.31,-83.97,-62.09,-75.32,2.6,6.6
2811,-80.18,-83.48,-64.92,-77.04,-77.02,-85.8,-55.89,-83.28,2.5,6.6
2812,-80.08,-83.37,-64.97,-77.04,-87.82,-87.64,-66.65,-85.36,2.5,6.5
2813,-79.99,-83.27,-65.11,-77.03,-85.06,-97.65,-61.71,-82.24,2.5,6.4
2814,-79.89,-83.16,-65.32,-77.01,-86.99,-86.95,-63.88,-78.76,2.5,6.3
2815,-79.8,-83.05,-65.61,-76.99,-66.87,-81.17,-59.42,-83.91,2.5,6.2
2816,-79.7,-82.94,-65.94,-76.97,-71.85,-84.27,-63.65,-100,2.5,6.1
2817,-79.59,-82.82,-66.31,-76.94,-85.72,-81.89,-72.5,-79.81,2.5,6.0
2818,-79.49,-82.71,-66.7,-76.91,-91.99,-81.6,-66.7,-76.6,2.5,5.9
2819,-79.39,-82.59,-67.1,-76.87,-79.11,-78.97,-100,-78.67,2.5,5.8
2820,-79.28,-82.47,-67.51,-76.83,-82.2,-79.62,-69.69,-77.42,2.5,5.7
2821,-79.17,-82.36,-67.91,-76.78,-78.05,-85.57,-100,-77.98,2.5,5.6
2822,-79.06,-82.24,-68.31,-76.73,-78.17,-100,-69.22,-77.21,2.5,5.5
2823,-78.95,-82.12,-68.69,-76.68,-78.29,-86.8,-74.87,-68.84,2.5,5.4
2824,-78.84,-81.99,-69.07,-76.62,-76.94,-72.64,-100,-75.67,2.5,5.3
2825,-78.72,-81.87,-69.43,-76.56,-75.51,-81.73,-69.19,-79.02,2.5,5.2
2826,-78.6,-81.74,-69.79,-76.5,-75.27,-79.99,-64.51,-85.93,2.5,5.1
2827,-78.48,-81.61,-70.13,-76.44,-83.03,-85.1,-59.95,-70.24,2.5,5.0
2828,-78.36,-81.49,-70.46,-76.37,-77.58,-79.17,-65.13,-78.0,2.5,4.9
2829,-78.24,-81.36,-70.78,-76.31,-80.24,-78.87,-77.21,-74.13,2.5,4.8
2830,-78.11,-81.22,-71.08,-76.24,-74.18,-85.59,-65.91,-82.43,2.5,4.7
2831,-77.98,-81.09,-71.38,-76.17,-81.4,-79.64,-69.53,-100,2.5,4.6
2832,-77.85,-80.95,-71.67,-76.11,-100,-83.73,-65.34,-75.66,2.5,4.5
2833,-77.71,-80.82,-71.94,-76.04,-71.33,-75.11,-71.07,-68.8,2.5,4.4
2834,-77.57,-80.68,-72.21,-75.97,-78.7,-84.18,-100,-75.17,2.5,4.3
2835,-77.43,-80.54,-72.47,-75.9,-77.83,-100,-100,-94.02,2.5,4.2
2836,-77.29,-80.4,-72.72,-75.83,-87.69,-84.15,-77.68,-72.28,2.5,4.1
2837,-77.14,-80.25,-72.96,-75.76,-80.8,-82.32,-63.2,-77.1,2.5,4.0
2838,-76.99,-80.11,-73.2,-75.69,-61.06,-78.03,-71.47,-80.94,2.5,3.9
2839,-76.84,-79.96,-73.43,-75.62,-79.18,-83.59,-67.14,-82.72,2.5,3.8
2840,-76.68,-79.82,-73.65,-75.55,-82.46,-77.35,-73.42,-75.2,2.5,3.7
2841,-76.52,-79.67,-73.87,-75.48,-100,-81.71,-75.22,-78.67,2.5,3.6
2842,-76.35,-79.52,-74.07,-75.41,-72.92,-83.46,-62.97,-74.8,2.5,3.5
2843,-76.18,-79.36,-74.28,-75.35,-72.41,-84.93,-68.56,-74.19,2.5,3.4
2844,-76.0,-79.21,-74.48,-75.28,-73.41,-86.04,-70.87,-82.26,2.5,3.3
2845,-75.82,-79.06,-74.67,-75.21,-100,-77.22,-100,-70.28,2.5,3.2
2846,-75.64,-78.9,-74.86,-75.14,-74.35,-78.41,-72.76,-68.66,2.5,3.1
2847,-75.45,-78.74,-75.04,-75.08,-72.09,-78.33,-79.33,-78.5,2.5,3.0
2848,-75.26,-78.58,-75.22,-75.01,-69.39,-75.22,-70.09,-78.29,2.5,2.9
2849,-75.05,-78.43,-75.39,-74.95,-78.93,-78.72,-75.73,-73.26,2.5,2.8
2850,-74.85,-78.27,-75.56,-74.89,-77.72,-79.02,-68.61,-71.11,2.5,2.7
2851,-74.63,-78.11,-75.73,-74.82,-100,-80.85,-77.02,-77.37,2.5,2.6
2852,-74.41,-77.95,-75.89,-74.76,-67.81,-78.02,-80.91,-79.73,2.5,2.5
2853,-74.19,-77.79,-76.05,-74.7,-76.15,-75.88,-76.77,-100,2.5,2.4
2854,-73.95,-77.63,-76.21,-74.64,-73.37,-76.24,-77.45,-74.93,2.5,2.3
2855,-73.71,-77.47,-76.36,-74.58,-100,-84.06,-77.87,-75.96,2.5,2.2
2856,-73.46,-77.31,-76.51,-74.52,-80.49,-72.06,-75.93,-81.7,2.5,2.1
2857,-73.2,-77.15,-76.66,-74.46,-71.87,-76.11,-83.08,-72.02,2.5,2.0
2858,-72.93,-77.0,-76.8,-74.4,-78.76,-72.15,-81.37,-72.27,2.5,1.9
2859,-72.65,-76.84,-76.94,-74.34,-77.2,-72.88,-76.0,-73.23,2.5,1.8
2860,-72.36,-76.69,-77.08,-74.29,-73.12,-70.19,-78.98,-74.8,2.5,1.7
2861,-72.06,-76.55,-77.21,-74.23,-65.84,-100,-100,-69.07,2.5,1.6
2862,-71.76,-76.4,-77.35,-74.17,-74.99,-77.22,-81.4,-69.23,2.5,1.5
2863,-71.44,-76.26,-77.48,-74.12,-77.79,-71.69,-84.7,-66.36,2.5,1.4
2864,-71.1,-76.13,-77.6,-74.07,-63.24,-80.38,-74.45,-75.59,2.5,1.3
2865,-70.76,-76.0,-77.73,-74.01,-69.4,-71.13,-100,-66.75,2.5,1.2
2866,-70.41,-75.88,-77.85,-73.96,-70.29,-73.4,-87.45,-75.14,2.5,1.1
2867,-70.05,-75.77,-77.97,-73.91,-77.38,-74.38,-73.24,-74.36,2.5,1.0
2868,-69.69,-75.66,-78.09,-73.85,-75.73,-85.12,-72.8,-74.14,2.5,0.9
2869,-69.32,-75.56,-78.21,-73.8,-72.66,-72.81,-64.41,-78.82,2.5,0.8
2870,-68.96,-75.47,-78.32,-73.75,-64.66,-100,-78.78,-69.89,2.5,0.7
2871,-68.61,-75.4,-78.44,-73.7,-100,-82.11,-77.62,-100,2.5,0.6
2872,-68.27,-75.33,-78.55,-73.65,-65.15,-71.66,-66.21,-69.06,2.5,0.5
2873,-67.97,-75.27,-78.66,-73.61,-67.47,-100,-88.49,-77.78,2.5,0.4
2874,-67.71,-75.23,-78.77,-73.56,-81.59,-82.57,-72.13,-70.78,2.5,0.3
2875,-67.51,-75.2,-78.87,-73.51,-100,-75.68,-85.01,-73.24,2.5,0.2
2876,-67.39,-75.18,-78.98,-73.46,-100,-70.07,-80.68,-100,2.5,0.1
2877,-67.34,-75.17,-79.08,-73.42,-69.53,-83.73,-76.16,-100,2.5,0.0
2878,-68.04,-74.84,-79.1,-73.43,-72.44,-75.77,-78.06,-77.05,2.4,0.0
2879,-68.07,-74.85,-78.99,-73.48,-65.32,-68.85,-81.22,-81.56,2.4,0.1
2880,-68.17,-74.87,-78.89,-73.53,-67.79,-100,-73.31,-72.89,2.4,0.2
2881,-68.34,-74.91,-78.78,-73.58,-65.17,-79.11,-78.57,-80.3,2.4,0.3
2882,-68.55,-74.95,-78.68,-73.62,-71.57,-76.71,-75.48,-73.65,2.4,0.4
2883,-68.8,-75.01,-78.57,-73.67,-69.05,-100,-79.13,-76.56,2.4,0.5
2884,-69.09,-75.09,-78.46,-73.72,-70.55,-100,-81.18,-77.49,2.4,0.6
2885,-69.39,-75.17,-78.34,-73.77,-71.81,-74.72,-79.63,-81.5,2.4,0.7
2886,-69.71,-75.27,-78.23,-73.83,-75.21,-79.44,-69.95,-68.09,2.4,0.8
2887,-70.04,-75.37,-78.11,-73.88,-67.96,-81.97,-75.67,-78.54,2.4,0.9
2888,-70.36,-75.49,-77.99,-73.93,-60.49,-77.41,-83.22,-78.9,2.4,1.0
2889,-70.69,-75.61,-77.87,-73.98,-70.62,-85.14,-100,-75.1,2.4,1.1
2890,-71.01,-75.74,-77.75,-74.04,-76.2,-80.35,-83.83,-70.07,2.4,1.2
2891,-71.33,-75.87,-77.62,-74.09,-83.34,-72.22,-76.12,-74.43,2.4,1.3
2892,-71.64,-76.02,-77.5,-74.15,-64.39,-100,-72.89,-100,2.4,1.4
2893,-71.94,-76.16,-77.37,-74.2,-75.1,-76.83,-78.61,-78.16,2.4,1.5
2894,-72.23,-76.32,-77.24,-74.26,-75.6,-83.98,-75.96,-77.04,2.4,1.6
2895,-72.52,-76.47,-77.1,-74.31,-71.96,-100,-80.1,-72.87,2.4,1.7
2896,-72.79,-76.63,-76.97,-74.37,-69.42,-76.73,-74.24,-73.96,2.4,1.8
2897,-73.06,-76.79,-76.83,-74.43,-72.24,-73.54,-76.75,-70.2,2.4,1.9
2898,-73.32,-76.96,-76.68,-74.49,-71.1,-76.24,-72.22,-72.43,2.4,2.0
2899,-73.57,-77.12,-76.54,-74.55,-87.08,-79.22,-70.24,-74.84,2.4,2.1
2900,-73.81,-77.29,-76.39,-74.61,-80.99,-82.27,-75.31,-72.66,2.4,2.2
2901,-74.04,-77.45,-76.24,-74.67,-72.35,-73.41,-78.5,-72.82,2.4,2.3
2902,-74.27,-77.62,-76.09,-74.73,-100,-72.37,-76.88,-100,2.4,2.4
2903,-74.49,-77.79,-75.93,-74.8,-70.74,-80.75,-79.23,-83.09,2.4,2.5
2904,-74.71,-77.95,-75.77,-74.86,-67.91,-70.57,-70.96,-79.38,2.4,2.6
2905,-74.92,-78.12,-75.6,-74.93,-75.98,-79.28,-72.51,-73.03,2.4,2.7
2906,-75.12,-78.28,-75.43,-74.99,-74.91,-78.78,-79.68,-100,2.4,2.8
2907,-75.32,-78.45,-75.26,-75.06,-81.31,-72.84,-78.08,-79.48,2.4,2.9
2908,-75.51,-78.61,-75.09,-75.12,-76.06,-100,-100,-77.18,2.4,3.0
2909,-75.69,-78.77,-74.91,-75.19,-100,-90.54,-76.92,-65.65,2.4,3.1
2910,-75.88,-78.93,-74.72,-75.26,-78.07,-88.47,-78.27,-77.14,2.4,3.2
2911,-76.05,-79.09,-74.53,-75.33,-80.84,-78.88,-100,-100,2.4,3.3
2912,-76.22,-79.25,-74.33,-75.4,-72.18,-78.63,-77.24,-81.89,2.4,3.4
2913,-76.39,-79.41,-74.13,-75.47,-80.03,-79.22,-77.49,-76.54,2.4,3.5
2914,-76.56,-79.56,-73.93,-75.54,-75.73,-75.98,-73.64,-72.85,2.4,3.6
2915,-76.72,-79.72,-73.72,-75.61,-76.72,-78.55,-72.3,-77.38,2.4,3.7
2916,-76.87,-79.87,-73.5,-75.68,-77.97,-71.27,-69.06,-75.43,2.4,3.8
2917,-77.03,-80.02,-73.28,-75.75,-100,-83.06,-69.33,-80.54,2.4,3.9
2918,-77.18,-80.17,-73.05,-75.83,-81.37,-87.75,-63.52,-75.43,2.4,4.0
2919,-77.32,-80.31,-72.81,-75.9,-73.06,-73.9,-72.36,-71.81,2.4,4.1
2920,-77.46,-80.46,-72.56,-75.97,-73.66,-74.84,-71.11,-100,2.4,4.2
2921,-77.6,-80.6,-72.31,-76.04,-76.97,-77.1,-80.12,-73.15,2.4,4.3
2922,-77.74,-80.74,-72.05,-76.12,-100,-76.42,-100,-82.52,2.4,4.4
2923,-77.87,-80.88,-71.79,-76.19,-100,-83.7,-73.84,-77.43,2.4,4.5
2924,-78.01,-81.02,-71.51,-76.26,-82.67,-84.23,-70.15,-85.86,2.4,4.6
2925,-78.13,-81.15,-71.22,-76.33,-69.57,-73.57,-62.67,-74.23,2.4,4.7
2926,-78.26,-81.29,-70.93,-76.4,-79.58,-76.2,-72.28,-77.26,2.4,4.8
2927,-78.38,-81.42,-70.63,-76.47,-74.26,-86.04,-66.86,-72.0,2.4,4.9
2928,-78.51,-81.55,-70.31,-76.54,-79.66,-70.52,-64.52,-100,2.4,5.0
2929,-78.63,-81.68,-69.99,-76.61,-85.84,-73.24,-74.06,-76.61,2.4,5.1
2930,-78.74,-81.81,-69.66,-76.67,-86.2,-87.76,-66.71,-100,2.4,5.2
2931,-78.86,-81.93,-69.32,-76.73,-83.25,-100,-68.04,-91.77,2.4,5.3
2932,-78.97,-82.06,-68.97,-76.79,-88.58,-90.07,-64.39,-80.13,2.4,5.4
2933,-79.08,-82.18,-68.61,-76.85,-87.27,-79.61,-71.41,-80.83,2.4,5.5
2934,-79.19,-82.3,-68.25,-76.9,-75.36,-80.1,-65.21,-75.33,2.4,5.6
2935,-79.3,-82.42,-67.89,-76.95,-84.2,-86.39,-63.3,-77.08,2.4,5.7
